ID,Drug
ID,IDs
P00488,DB02340
P35228,DB01686
P35228,DB01835
P35228,DB01997
P35228,DB02044
P35228,DB02207
P35228,DB02234
P35228,DB02462
P35228,DB02644
P35228,DB03100
P35228,DB03144
P35228,DB03366
P35228,DB03449
P35228,DB03953
P35228,DB04400
P35228,DB04534
P35228,DB06879
P35228,DB06916
P35228,DB07002
P35228,DB07003
P35228,DB07007
P35228,DB07008
P35228,DB07011
P35228,DB07029
P35228,DB07306
P35228,DB07318
P35228,DB07388
P35228,DB07389
P35228,DB07405
P35228,DB08214
P35228,DB08750
P06737,DB02089
P06737,DB02320
P06737,DB02379
P06737,DB03288
P06737,DB03496
P06737,DB03744
P06737,DB04522
P06737,DB07315
P06737,DB07395
P06737,DB07396
P06737,DB07968
P06737,DB08844
Q13423,DB01763
Q13423,DB03461
P11766,DB03017
P11766,DB03704
P11766,DB04153
P00519,DB03878
P00519,DB07831
P00519,DB08043
P00519,DB08231
P00519,DB08339
P00519,DB08350
P00519,DB08583
P23219,DB01837
P23219,DB02047
P23219,DB02110
P23219,DB02198
P23219,DB02266
P23219,DB02379
P23219,DB02709
P23219,DB02773
P23219,DB03667
P23219,DB03752
P23219,DB03753
P23219,DB04557
P23219,DB07981
P23219,DB07983
P23219,DB07984
Q9H4B7,DB01873
Q9H4B7,DB03010
P17948,DB07288
P06213,DB03909
P06213,DB08513
O00764,DB03909
O00764,DB04770
O00764,DB04776
P20309,DB04365
P30613,DB02726
P30613,DB04551
P00734,DB01725
P00734,DB01766
P00734,DB01767
P00734,DB02287
P00734,DB02723
P00734,DB03136
P00734,DB03159
P00734,DB03847
P00734,DB03865
P00734,DB04136
P00734,DB04591
P00734,DB04697
P00734,DB04722
P00734,DB04771
P00734,DB04772
P00734,DB06838
P00734,DB06841
P00734,DB06845
P00734,DB06850
P00734,DB06853
P00734,DB06858
P00734,DB06859
P00734,DB06861
P00734,DB06865
P00734,DB06866
P00734,DB06868
P00734,DB06869
P00734,DB06878
P00734,DB06911
P00734,DB06919
P00734,DB06929
P00734,DB06936
P00734,DB06942
P00734,DB06947
P00734,DB06996
P00734,DB07005
P00734,DB07016
P00734,DB07027
P00734,DB07083
P00734,DB07088
P00734,DB07091
P00734,DB07095
P00734,DB07105
P00734,DB07120
P00734,DB07128
P00734,DB07131
P00734,DB07133
P00734,DB07143
P00734,DB07165
P00734,DB07190
P00734,DB07211
P00734,DB07277
P00734,DB07278
P00734,DB07279
P00734,DB07353
P00734,DB07366
P00734,DB07376
P00734,DB07400
P00734,DB07440
P00734,DB07461
P00734,DB07508
P00734,DB07515
P00734,DB07521
P00734,DB07522
P00734,DB07527
P00734,DB07548
P00734,DB07549
P00734,DB07550
P00734,DB07639
P00734,DB07658
P00734,DB07659
P00734,DB07660
P00734,DB07665
P00734,DB07718
P00734,DB07741
P00734,DB07796
P00734,DB07809
P00734,DB07897
P00734,DB07934
P00734,DB07944
P00734,DB07946
P00734,DB08061
P00734,DB08062
P00734,DB08152
P00734,DB08187
P00734,DB08254
P00734,DB08422
P00734,DB08546
P00734,DB08624
P13716,DB02068
P13716,DB02239
P13716,DB02260
P13716,DB02272
P13716,DB02878
P13716,DB04560
P13716,DB04781
P14060,DB01536
P14780,DB01949
P14780,DB03683
P14780,DB07117
P14780,DB07246
P14780,DB07285
P21554,DB02955
P30556,DB01342
P30556,DB01347
P10515,DB03758
P10515,DB03760
P29475,DB01821
P29475,DB01942
P29475,DB01997
P29475,DB02027
P29475,DB02044
P29475,DB02077
P29475,DB02143
P29475,DB02644
P29475,DB02727
P29475,DB02991
P29475,DB03144
P29475,DB03247
P29475,DB03449
P29475,DB03461
P29475,DB03707
P29475,DB03710
P29475,DB03892
P29475,DB04223
P29475,DB08018
P29475,DB08019
P07195,DB02401
P07195,DB03940
Q07869,DB01890
Q07869,DB02266
Q07869,DB02709
Q07869,DB02746
Q07869,DB03017
Q07869,DB03193
Q07869,DB03796
Q07869,DB04519
Q07869,DB04557
Q07869,DB07215
Q07869,DB07724
Q07869,DB08231
Q9UDR5,DB02338
Q9UDR5,DB04207
P00492,DB01632
P00492,DB02309
P00492,DB03153
P00492,DB04356
P28702,DB01941
P28702,DB02746
P28702,DB07080
P28702,DB07929
P28702,DB08175
P02792,DB02285
P14618,DB01733
P14618,DB02726
P14618,DB07628
P14618,DB07692
P14618,DB07697
P11229,DB02010
P11229,DB04365
P34972,DB02955
P17707,DB01917
P17707,DB08163
P21673,DB04633
P25021,DB08805
P06746,DB03222
P06746,DB07479
P07741,DB01632
P07741,DB03506
Q16647,DB08675
Q05940,DB01442
Q05940,DB01454
Q05940,DB01472
P03372,DB02615
P03372,DB02709
P03372,DB02715
P03372,DB02746
P03372,DB02757
P03372,DB03467
P03372,DB03742
P03372,DB03802
P03372,DB04216
P03372,DB04471
P03372,DB06732
P03372,DB06871
P03372,DB06898
P03372,DB06927
P03372,DB07086
P03372,DB07087
P03372,DB07195
P03372,DB07567
P03372,DB07638
P03372,DB07678
P03372,DB07707
P03372,DB07708
P03372,DB07712
P03372,DB07932
P03372,DB07933
P03372,DB07991
P03372,DB08020
P03372,DB08047
P03372,DB08048
P03372,DB08320
P03372,DB08595
P03372,DB08737
P03372,DB08773
P03372,DB13869
P08192,DB02437
P08192,DB03830
Q04828,DB03461
Q04828,DB03467
Q04828,DB04674
Q04828,DB07768
P24046,DB00466
P69905,DB02126
P69905,DB07427
P69905,DB07428
P69905,DB07645
P69905,DB08077
P69905,DB08262
P69905,DB08632
P80365,DB01569
P10275,DB01481
P10275,DB01564
P10275,DB02266
P10275,DB02932
P10275,DB02998
P10275,DB04709
P10275,DB06870
P10275,DB07039
P10275,DB07286
P10275,DB07419
P10275,DB07421
P10275,DB07422
P10275,DB07423
P10275,DB07454
P10275,DB07717
P10275,DB07769
P10275,DB08035
P10275,DB08087
P10275,DB08088
P10275,DB08089
P10275,DB08461
P05091,DB02115
P05091,DB04381
P07437,DB01873
P07437,DB03010
P13631,DB02258
P13631,DB02466
P13631,DB02741
P13631,DB03279
P13631,DB03466
P13631,DB07031
P13631,DB07294
P23368,DB01677
P23368,DB03499
P23368,DB03589
P23368,DB03680
Q99720,DB01488
Q9H3S4,DB04768
P15692,DB03088
Q9UJ68,DB04447
P08588,DB01917
P08588,DB03566
P08588,DB08347
P08588,DB08558
P08588,DB09013
P08588,DB13781
P31040,DB04141
P31040,DB04657
P31040,DB04795
P31040,DB08689
P00367,DB04137
Q9NVS9,DB03247
Q9NVS9,DB03345
O76074,DB01972
O76074,DB03597
O76074,DB07954
O76074,DB08729
P48637,DB03408
P48637,DB04395
P07814,DB02510
P07814,DB02684
P07814,DB03376
P14061,DB01536
P14061,DB01561
P14061,DB02323
P14061,DB03461
P10826,DB02877
P00747,DB03709
P16442,DB02196
P16442,DB03435
P16442,DB03501
P16442,DB03772
P16442,DB04141
P16442,DB04678
P16442,DB04679
P16442,DB04680
P16442,DB04681
P16442,DB07341
P16442,DB07357
P16442,DB07378
P16442,DB07633
P37231,DB02266
P37231,DB02709
P37231,DB02746
P37231,DB03600
P37231,DB04270
P37231,DB04689
P37231,DB06908
P37231,DB06926
P37231,DB07053
P37231,DB07111
P37231,DB07172
P37231,DB07208
P37231,DB07209
P37231,DB07302
P37231,DB07509
P37231,DB07675
P37231,DB07723
P37231,DB07724
P37231,DB07842
P37231,DB07863
P37231,DB08121
P37231,DB08302
P37231,DB08402
P37231,DB08435
P37231,DB08560
P37231,DB08760
P37231,DB09201
P00742,DB03847
P00742,DB04673
P00742,DB06920
P00742,DB07211
P00742,DB07261
P00742,DB07277
P00742,DB07278
P00742,DB07605
P00742,DB07629
P00742,DB07630
P00742,DB07800
P00742,DB07804
P00742,DB07843
P00742,DB07844
P00742,DB07847
P00742,DB07848
P00742,DB07872
P00742,DB07875
P00742,DB07973
P00742,DB07974
P00742,DB08143
P00742,DB08173
P00742,DB08174
P00742,DB08426
P00742,DB08487
P00742,DB08488
P00742,DB08495
P00742,DB08745
P00742,DB08746
P16083,DB02709
P16083,DB03541
P16083,DB04216
P16083,DB07339
P16083,DB08190
P16083,DB08228
P16083,DB08744
P12821,DB00616
P12821,DB02032
P12821,DB03740
P12821,DB08836
P12821,DB13166
P07327,DB02721
P07327,DB04065
P23381,DB01831
P23381,DB04537
P54577,DB01766
P54577,DB02709
P54577,DB03978
P54577,DB07205
P54577,DB08371
P54577,DB08617
P09917,DB02709
P09917,DB13174
P30531,DB08848
P00491,DB01667
P00491,DB02222
